text,category
Someone needs to make me aware when there are extra charges for payments. I happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all.,card_payment_fee_charged
I would like to delete my account please.,terminate_account
How do I exchange my GBP to AUD?,exchange_via_app
I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,pending_top_up
"Hi, during online shopping payment is getting declined yesterday and today as well. Please check the issue.",declined_transfer
Why didn't I receive all the cash I requested?,wrong_amount_of_cash_received
Will I get charged fees when I add money with an international card?,top_up_by_card_charge
My refund has not shown up in my account.   Where is it?,Refund_not_showing_up
I want to top up by cheque,top_up_by_cash_or_cheque
How do I deal with a blocked PIN?,pin_blocked
what is the most i can top up?,top_up_limits
The app failed to verify me.,unable_to_verify_identity
Can I use my Apple Watch to pay for gas?,apple_pay_or_google_pay
I would like to get a few more physical cards.,getting_spare_card
I need to stop a transaction that I made.,cancel_transfer
I lost my phone and need help so someone doesn't access my account.,lost_or_stolen_phone
My identity can't be verified for some reason,unable_to_verify_identity
Is there a fee for exchanging currencies?,exchange_charge
I need a new passcode.,passcode_forgotten
What is the process of card activation?,activate_my_card
can i add funds  with a card from the united states,supported_cards_and_currencies
What other credit cards can I use?,supported_cards_and_currencies
make my account go away,terminate_account
Why is checking my identity important?,why_verify_identity
Are money transfers free?,transfer_fee_charged
Why do you need to know where my money is coming from?,verify_source_of_funds
What do I do if I still have not received my new card?,card_arrival
I needed $100 but all it gave me was $20.,wrong_amount_of_cash_received
How to I transfer my funds into my account?,transfer_into_account
Can I have a refund for one of your products?,request_refund
My address has changed.,edit_personal_details
There is the same transaction showing more than once.,transaction_charged_twice
How do I get a refund for an item I bought?,request_refund
Why was I charged twice for the same thing?,transaction_charged_twice
"My top-up was reverted, why did this happen?",top_up_reverted
Is American Express supported for adding money into my account?,supported_cards_and_currencies
What is your currency exchange fee?,exchange_charge
Cash withdrawal was incorrect at ATM.,wrong_amount_of_cash_received
The app says I made a cash withdrawal that I didn't make,cash_withdrawal_not_recognised
I'd prefer Mastercard.,visa_or_mastercard
"I tried topping off my account with a card, but the money is not in my account despite the charge going through",topping_up_by_card
"I need to transfer money into my account, HOW?",transfer_into_account
Can you tell me why my pop-up is still pending?,pending_top_up
Will filling stations accept my card?,card_acceptance
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",beneficiary_not_allowed
Can I use this app for both USD and GBP?,exchange_via_app
Why wasn't my contactless accepted at the metro?,contactless_not_working
I have a payment that hasn't went through yet.,pending_card_payment
What do I do if my phone is stolen?,lost_or_stolen_phone
how long should I expect to wait for my card to arrive?,card_delivery_estimate
What can I do to verify my card?,verify_top_up
Can I unblock my card using the app?,pin_blocked
A debit came through that I need to dispute.,direct_debit_payment_not_recognised
Is there a charge for SEPA transfers?,top_up_by_bank_transfer_charge
Can you help me reset my password?,passcode_forgotten
is the a reason why my transfer has failed?,failed_transfer
Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money.,declined_cash_withdrawal
What's taking my top-up so long?,pending_top_up
why did my payment revert,reverted_card_payment?
Can you make exchanges with the EUR?,fiat_currency_support
I'm not happy with the services I'm getting with this company. Can you please delete my account?,terminate_account
How much am I charged for a SEPA transfer?,top_up_by_bank_transfer_charge
How do I re-add a card to the app?,card_linking
My transfer says pending. What does that mean?,pending_transfer
Something is wrong with my top up and I can't see it. How do I find it?,topping_up_by_card
Is my card actually working? It's the first time I tried using it,declined_cash_withdrawal
how do the cards work?,get_disposable_virtual_card
Can I have a third card?,getting_spare_card
There is no way for me to prove my identity.,unable_to_verify_identity
I haven't received my cash yet.,wrong_amount_of_cash_received
How long does it take for a cheque to post to your account?,balance_not_updated_after_cheque_or_cash_deposit
Why does my statement show an extra fee?,extra_charge_on_statement
My physical card is not working,card_not_working
I was charged more than once for a card payment I made.,transaction_charged_twice
Can I use Apple Pay to top-up?,apple_pay_or_google_pay
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",transfer_not_received_by_recipient
What is wrong with my top-up?,pending_top_up
